"","QE_Total","VV_Total","V_Total","PC_Total","QC_Total","PI_Total","Q_Total","QI_Total","QEI_Total"
"1950",50357945,570145400,570155700,0,0,4.89231075529025,116541186.4697,0.098416992198582,0.0749181456847552
"1951",63623145,649141000,649154500,-0.133268939561829,0.263236058008807,4.2818955600238,151604468.371571,0.128027320065721,0.0946529499174818
"1952",68220786,758927000,759056900,0.160456432743996,-0.00412324474254008,5.02714501815957,150991645.806528,0.127509802135536,0.101492918034612
"1953",85157157,759002600,759019600,-0.144214359965321,0.144454179942172,4.35201028217307,174406665.14717,0.147283376144728,0.126689369358213
"1954",72572237,754363400,754371800,0.0444500209963434,-0.0511017362823428,4.54982100750365,165802522.507122,0.140017328280171,0.107966626204357
"1955",76286847,829276600,829279400,-0.106606523134124,0.201217856640987,4.08973988423103,202770695.319153,0.171236303180375,0.113492898039756
"1956",85377584,899348800,899362100,-0.0410862586609988,0.122118097021795,3.9251128852096,229130250.849326,0.193496486464553,0.127017301367727
"1957",84363714,691832300,691847300,-0.0562837991429739,-0.134935480154269,3.71029471786091,186466939.316042,0.15746806659405,0.125508954266482
"1958",86539158,808820600,808834400,-0.00036591252575212,0.156594277149475,3.70893732290847,218077128.185528,0.184162317833485,0.128745389560278
"1959",77639851,1154924700,1154942100,0.163653570891622,0.192342250830188,4.36840944128115,264385038.885294,0.223268537910078,0.115505779041633
"1960",85458319,1265908669,1265947869,0.123762631620068,-0.0320142592122533,4.94393514538601,256060775.833894,0.216238843459512,0.127137411838713
"1961",75520083,1377071400,1377111300,-0.0707411594451501,0.154103619034052,4.6062793226796,298963915.023481,0.252469793588151,0.112352173630572
"1962",96924492,1438226315,1438279415,-0.00534395497761318,0.0488242354317242,4.58172922908712,313916284.242438,0.265096807688055,0.144195781064475
"1963",101142296,1403958780,1404021480,-0.0249300916303137,0.00129541835475846,4.46891833523373,314174790.112061,0.265315111370425,0.150470660917927
"1964",104463698,1331262772,1331326072,-0.112674997770967,0.0595235548488146,3.9927147914804,333438810.816331,0.281583239684515,0.155411952285429
"1965",113348529,1462707162,1462761062,-0.107979484131365,0.202133619221751,3.5840445105409,408131388.351325,0.344659814097671,0.168630026677512
"1966",122178041,1194887797,1194933097,-0.0901662851082335,-0.112044701610573,3.27502541434704,364862236.416641,0.308119772611975,0.181765802300233
"1967",125957769,1175757974,1176270574,0.241970693173598,-0.257870325759986,4.17158609637968,281972023.787506,0.238120438841837,0.18738895100006
"1968",138608413,1288331596,1288809596,-0.0534866920971272,0.144827167969993,3.95432386757497,325924137.516429,0.275237229609153,0.206209472572138
"1969",152281695,1613462790,1614136490,-0.131058114949725,0.35571840396127,3.46860159887051,465356554.793036,0.392985465567855,0.226551385508909
"1970",164769363,1621404845,1622599245,-0.188751488311399,0.188194649395452,2.8719752313827,564976754.419573,0.47711298053884,0.245129445643946
"1971",199047842,2095927783,2096177083,0.114651963614767,0.144320951337533,3.22087154986762,650810518.378528,0.549598091887176,0.296125968309313
"1972",224450815,1587535500,1587887200,-0.0309646781893241,-0.246482387650896,3.12266658790226,508503599.504265,0.429422389640538,0.333918289501925
"1973",266634944,1543438200,1543723800,-0.73586051596361,0.707715303718641,1.49604774842639,1031868001.2879,0.87139446670316,0.396676146718031
"1974",242225945,1775763800,1775793100,0.119948296656305,0.0202259045243924,1.68670191577979,1052819756.34623,0.889087857139498,0.360362573098197
"1975",270582479,1653482700,1654033000,0.119442107036793,-0.190783263026287,1.90069042193819,870227460.984065,0.734891859548108,0.402548943994125
"1976",386432819,1740764720,1742607020,-0.178840739620755,0.230353779873931,1.58943158803145,1096371201.58047,0.925866290375796,0.574900946240213
"1977",408380520,1481947200,1482426200,-0.0748259780193191,-0.0853328188691383,1.47484143525829,1005142766.2394,0.848825473466098,0.607552815989137
"1978",484771571,2234768659,2234799696,-0.0969272230118232,0.4635703604131,1.33859861829384,1669506949.62501,1.40986939822722,0.72120073962521
"1979",548750210,2098005529,2098717884,-0.0401692050644101,-0.0230046507856509,1.28589381756555,1632108231.12384,1.37828683502822,0.816382562420289
"1980",507750184,1936907645,1936937589,-0.0312803893040172,-0.0485793777815434,1.2462931494353,1554158899.03402,1.31245998839522,0.755386310072288
"1981",566622337,1680874065,1680893225,0.104748320967291,-0.245990916493869,1.38392267653671,1214586084.53939,1.02569668996547,0.842971149668686
"1982",623903999,2298234336,2298376461,-0.0249832345757224,0.336395767422259,1.34977613328689,1702783450.02525,1.43797082038958,0.928189795877956
"1983",633459980,2516908785,2516998312,-0.0497489547074177,0.140604509870554,1.2842691437279,1959868244.35711,1.65507442954763,0.942406348533525
