"","QE_Total","VV_Total","V_Total","PC_Total","QC_Total","PI_Total","Q_Total","QI_Total","QEI_Total"
"1950",326140141,4875589398,4908497898,0,0,7.53307892735088,651592522.172888,0.0740974705673885,0.0798010204232375
"1951",343768689,4431918984,4466377584,-0.139320355478143,0.0448112966808225,6.55339667032947,681536279.380362,0.0775025996823741,0.0841144303416444
"1952",342260948,4431689858,4453075858,0.0424944621601316,-0.0454442421479943,6.83788144241026,651236189.966809,0.0740569493608772,0.083745511416286
"1953",336674622,4532278105,4540150905,-0.0406914201506432,0.0602428530447517,6.56522337865288,691545533.661887,0.0786408270242926,0.0823786311731795
"1954",341197698,4778675608,4782771308,-0.0462497596929677,0.0982798831093413,6.26849800410169,762985216.693133,0.0867647689521387,0.0834853519808211
"1955",321979001,4861921298,4863595098,0.0326971382945755,-0.0161582838415733,6.47684760618546,750920107.083454,0.0853927548884808,0.0787828592821225
"1956",354343664,5310423386,5314358886,-0.0201451128815111,0.108346488694538,6.34767623436664,837213287.159763,0.0952057993192978,0.0867019492939656
"1957",337536928,4806371776,4811335276,-0.00967717814898757,-0.0898860786305204,6.28654490705402,765338567.867587,0.0870323861568334,0.0825896229833446
"1958",358009337,4806062106,4813710706,-0.0440851190151426,0.0441001191709143,6.01542197905062,800228267.071584,0.0909999554150749,0.0875988779732781
"1959",330671208,5128238707,5135938307,0.0830123962164525,-0.0183587015871076,6.53608849856408,785781635.014324,0.0893571205800601,0.0809096964945036
"1960",339456549,5006672662,5013880662,0.0721937098577004,-0.0963179731829499,7.02540319230821,713678706.36798,0.0811577560210891,0.0830593220340538
"1961",349224928,5271994100,5281061500,-0.0486802956579143,0.100326926999791,6.69159533838424,789208138.410111,0.0897467739690704,0.0854494804784905
"1962",388099068,5475902315,5483670915,-0.0269309091157575,0.0651460176948683,6.51378957428301,841855705.110585,0.0957337234678523,0.0949613302942291
"1963",367716687,4934595280,4940885680,-0.0114944262327535,-0.0924241464342027,6.43934596345604,767296198.719566,0.0872550030370158,0.0899741036453781
"1964",382500781,4649826662,4658145962,-0.0692903866681642,0.010145167918541,6.00826841555438,775289258.039947,0.0881639537348541,0.0935915233951079
"1965",432160336,4876195638,4883084238,-0.0692626581014387,0.116786355928033,5.60620450487563,871014290.283785,0.0990495647845281,0.105742383300341
"1966",455917488,4401510597,4406594597,-0.0924060597600847,-0.0101036813547669,5.11137205433972,862115797.90179,0.0980376505053859,0.111555359789947
"1967",424512869,4129040974,4134767374,0.0991417956194333,-0.162827638207273,5.64409388075411,732583025.966172,0.0833075079248591,0.103871176436991
"1968",483437951,4367212996,4374214096,-0.0487512934855886,0.10469281567988,5.37553645219705,813726059.696275,0.0925348906049348,0.118289155339266
"1969",512281335,4445896590,4451412090,-0.140762064127602,0.158508826263149,4.66970691198859,953252992.938773,0.108401544192084,0.12534664746091
"1970",594939566,4934740380,4937749680,-0.0904909701677244,0.194237472214928,4.26569592928633,1157548442.70536,0.131633511351024,0.145571729721421
"1971",633383519,5172825523,5174217353,-0.000693920216773248,0.0479531178865491,4.26273690342506,1213825171.53301,0.138033160082457,0.154978319996069
"1972",729626567,4985931355,4986310542,-0.105294000185877,0.0685065302949406,3.83671840573082,1299629009.66411,0.147790557772176,0.178527379046248
"1973",914249782,4998934055,4999369896,-0.485486541181339,0.488092904249941,2.36110771153839,2117383239.89576,0.240783521847153,0.223701582091738
"1974",905491309,5139074161,5139376036,0.0256908640022588,0.00198031744674653,2.4225525141521,2121471466.96582,0.241248424795989,0.221558530700988
"1975",951615191,5077565864,5077574366,0.0921765060401567,-0.104241684083893,2.6564701978173,1911398957.22226,0.217359504837495,0.232844270745728
"1976",1323109620,5585516520,5585524140,-0.13824120682021,0.233570126521724,2.31348961720053,2414328596.27822,0.274551404466952,0.323742724474391
"1977",1520816785,5371561085,5371569138,-0.13293170434373,0.0939161598411431,2.02551773015412,2651948713.17729,0.301572969354519,0.372118350558349
"1978",1881987149,6156919665,6157094183,-0.0769244144965164,0.213367878021296,1.87554807353768,3282823975.49343,0.373314524990052,0.460490678801845
"1979",2275951857,6467758155,6468442787,-0.118738551564069,0.168059560425347,1.66556161194918,3883640653.45508,0.441637893654874,0.556887232788565
"1980",2231871633,6558397246,6558543970,-0.0028588262057829,0.0166570606792379,1.66080686050794,3949010644.13603,0.449071605362184,0.546101541567303
"1981",2382674909,6020499500,6021797283,-0.00507275153227047,-0.080941771711034,1.65240333248684,3644266000.07959,0.414416807271131,0.583000572980817
"1982",2375150596,6437520342,6438787721,-0.00424605892275552,0.0710469202106481,1.64540200511614,3913200361.35822,0.444999349644316,0.581159499834952
"1983",2323467834,6393035509,6394772190,-0.0170187204850123,0.00977729794334859,1.61763630679585,3953158174.76087,0.44954325216282,0.568513595122808
"1984",2339849596,6399410691,6400720110,-0.0210457121302439,0.0225031801883105,1.58394774211018,4040991972.04119,0.459531491725633,0.572521937425973
"1985",2345534182,6326883481,6327760091,0.0248741983580594,-0.0361204968629771,1.62384127535737,3896784856.39393,0.44313261951076,0.573912860242443
"1986",2820583223,6086176550,6087575242,-0.0879258322437752,0.0492369839079523,1.4871606052558,4093421531.26287,0.465493649959639,0.690149390056418
"1987",3216413099,6966436792,6970738599,-0.0810356943245073,0.21830568146228,1.37140117621958,5082931763.42144,0.578018276637361,0.787002319358376
"1988",3567624447,7339937458,7345092864,-0.132095475964854,0.186797940030123,1.20170033244526,6112250005.83461,0.695069770594576,0.872937843482101
"1989",3394954760,8696350662,8700805819,0.0934083981238485,0.0770196238237532,1.31935884578259,6594722767.66296,0.749935365352978,0.830688468178247
"1990",3633834710,9755987113,9759236532,-0.0336572691397293,0.148577507688524,1.27569180876029,7650152227.19348,0.869956161559671,0.889138383942071
"1991",3388948249,9587466341,9589284690,-0.007079072006132,-0.0104712113513472,1.26669298383326,7570330626.5903,0.860879048947003,0.829218775715633
"1992",3754911239,9898636780,9904847441,-0.142752591716438,0.175120142197864,1.09818296373335,9019305314.41477,1.02565282340029,0.918763779129178
"1993",3321853376,9920681832,9927604931,0.192087508991643,-0.189789426029502,1.33075236709142,7460144484.05483,0.848348956633742,0.812801786030921
"1994",3674987568,10048409338,10050347153,-0.0727858029875685,0.0850618890713737,1.23733350976552,8122585441.74121,0.923680084132127,0.899207797819379
"1995",3784600760,9622004296,9626118805,-0.118106696740153,0.0747995300407525,1.09949608698946,8755027797.64992,0.995599845728287,0.926028306777975
"1996",3522807547,9332719998,9336940076,0.0848559198180007,-0.115271930629018,1.19686769733432,7801146356.27257,0.887126835952889,0.861971900003815
"1997",3553084537,9571439097,9579311407,-0.0399879342769551,0.0655932507333759,1.14995171857662,8330185739.32565,0.947287870312279,0.869380171460177
"1998",3187747679,8948494095,8955981563,0.175453622633431,-0.242651846751843,1.37049718159723,6534841284.79736,0.743125793015701,0.779988372041597
"1999",3549523288,9057085694,9059086055,0.00818066571403065,0.00324790249151505,1.38175474530191,6556218522.71664,0.745556759000782,0.868508793581607
"2000",3637965520,8826483086,8829301770,-0.0450822259519537,0.019341873651039,1.32084544478017,6684583578.56507,0.760154111830878,0.890149123841072
"2001",3216795884,9238541235,9249195256,0.0240898665700287,0.0216169375468319,1.35305078908829,6835807887.3242,0.77735096168113,0.787095980425391
"2002",3078822604,9192150175,9201271724,0.145001209171777,-0.150194684284061,1.5641821441322,5882480987.59932,0.668941012994331,0.753336233767463
"2003",3305251346,9277170631,9284304076,-0.00716809218691361,0.0163433768721846,1.55301003152913,5978264072.67858,0.679833225667132,0.80873954784388
"2004",3631467581,9105649566,9139955573,-0.203056238189859,0.184370837200296,1.26761700696241,7210344704.11693,0.819942350953303,0.888559187192189
"2005",3850245584,9002339046,9043527465,-0.113468362808343,0.101875788822388,1.13164282299208,7991503397.76713,0.908773762213494,0.942090493801755
"2006",4094243309,8894984841,9068378806,-0.0917596777119692,0.0801827463855933,1.03242533130329,8783568681.4779,0.998845443594203,1.00179264324048
"2007",4086916925,8658686078,8793721529,-0.031910724887626,0.00330747819730559,1,8793721529,1,1
"2008",4348156914,7525694781,7752010705,-0.24278433471424,0.101304537157415,0.784440672151827,9882214143.40384,1.12378065541582,1.06392104214352
"2009",3799766673,7438874724,7617582061,0.155514064622931,-0.169064720272127,0.91642937870756,8312241224.46082,0.945247265000222,0.929739151230729
"2010",4513473644,7637051682,7836994486,-0.134343303035336,0.161126540978024,0.801224919361059,9781266529.06608,1.1123011454035,1.10437127223965
"2011",5359007559,9063426240,9206821949,-0.0776608900920261,0.250675340150408,0.741355906580963,12418896062.2984,1.41224577345818,1.31125923461241
"2012",5372801717,8965908496,9101820510,-0.0265595884098987,0.0158965233065709,0.721924979766456,12607709616.7866,1.43371717824004,1.31463443363239
"2013",5491568142,9087008167,9221764369,-0.0265010420379691,0.0398021912687594,0.703044496742131,13116900013.7732,1.49162103558956,1.34369458513033
"2014",5498666360,8783280740,8928117767,0.0682839287967306,-0.101212754701928,0.75272813048412,11861012502.9575,1.34880465157354,1.34543139997885
"2015",5131248732,9048002470,9163838776,0.0183112084440083,0.0104446402400386,0.766638460987714,11953272947.1902,1.35929627834707,1.25553047105307
"2016",5514846850,9032205329,9189639557,-0.0468074360483321,0.0453727392171495,0.731580956693481,12561343311.2506,1.42844451803776,1.34939049440062
"2017",5400819544,9286198101,9430258606,0.103504924921743,-0.0760488176289471,0.811360778405396,11622768633.8668,1.3217121551481,1.32148992580758
