"","QE_Total","QE2_Other","QE3_Shellfish","V2_Other","V3_Shellfish","QE1_Finfish","V1_Finfish","VV1_Finfish","PC1_Finfish","PI1_Finfish","Q1_Finfish","VV2_Other","PC2_Other","PI2_Other","Q2_Other","VV3_Shellfish","PC3_Shellfish","PI3_Shellfish","Q3_Shellfish","VV_Total","R1_Finfish","R2_Other","V_Total","R3_Shellfish","PC_Total","QC1_Finfish","QC2_Other","QC3_Shellfish","QC_Total","PI_Total","Q_Total","QI_Total","QEI_Total"
"1957",61351557,337881,36108558,3701400,142099100,24861899,1227642800,1227626600,0.045096330129698,6.24452090868042,196595194.08342,3249900,-0.371804085634426,4.65532075598085,698104.420801669,142071300,0.0197592343174782,10.3269221061217,13757371.1256892,1372947800,0.8938430876615,0.00269497838025057,1373443300,0.103461933958249,0.0411075487108181,-0.0844013458024246,-0.000493608751797883,0.00363237989327758,-0.0812625746609449,7.01097362334532,195899082.465048,0.263966556772317,0.145679096338385
"1958",59965076,238845,36362719,4412900,128105200,23289761,991562040,991548340,-0.0646659072393613,5.85349265078228,169396649.00194,4269100,0.132574674387074,5.31527892064397,803175.160464162,128096700,0.0303517548839271,10.6451675372153,12033319.3021319,1123914140,0.882109739969252,0.00392578771118579,1124080140,0.113964472319563,-0.0536832909578247,-0.132223028417552,0.000464129378753314,-0.0145561925685122,-0.146315091607311,6.64452555671625,169173875.607083,0.227955357819491,0.142386901175835
"1959",61299701,247712,36521366,10621000,126958200,24487508,1210134300,1210124500,0.149041198040382,6.79427071717045,178110992.389773,10608000,0.467420985588591,8.4825106569383,1250573.14149357,126954100,-0.0955640297859581,9.6749687314443,13121913.2096407,1347686600,0.897916582419038,0.00788075507145992,1347713500,0.0942026625095022,0.125461295611381,0.0446465385716153,0.00261387657351185,0.00901407264731505,0.0562744877924422,7.53270785970056,178914876.974078,0.241080986372749,0.145555964414941
"1960",56721631,245874,36159824,10598500,151815400,20303883,1057312600,1057303400,0.14195723520811,7.83058289204118,135023486.064445,10590000,0.0636785230867592,9.04023344024163,1171429.92711446,151810000,0.129286767048525,11.010273308283,13788031.9361186,1219703400,0.866844001503616,0.0086892430393207,1219726500,0.124466755457064,0.139923374203217,-0.244382434929667,-0.000541646700701382,0.00541396702944562,-0.239510114600923,8.66401257315663,140780786.004285,0.18969675035554,0.134685350315059
"1961",61186719,197601,38935500,5882900,157408900,22052774,1140951500,1140946400,-0.121916053648328,6.93180954701328,164596487.001234,5879200,-0.124830958874301,7.97932673002987,736804.018548817,157403300,0.0449223006554093,11.5161577929971,13668039.5344805,1304228900,0.874799586856225,0.00451058479656365,1304243300,0.120689828347211,-0.101484531277582,0.172464698627739,-0.00306010620386481,-0.00107142475165587,0.168333167672218,7.82789338400472,166614852.300499,0.224507171322448,0.145287688979608
"1962",58819321,439997,35243851,51500300,167528400,23134992,1245951000,1245935500,0.012237184009333,7.01715651418174,177557818.110786,51497900,0.617020243119001,14.7888612822903,3482208.60396255,167521100,-0.0373826575512511,11.0936005736914,15100696.9186612,1464954500,0.850490283244198,0.0351542755165822,1464979700,0.11435544123922,0.0184000472707823,0.065387922197405,0.0308017490370502,0.0117147349265263,0.107904406160981,7.97326026980387,183736595.875107,0.247578069054367,0.139666309210659
"1963",51148061,560702,31872479,68457200,149123600,18714455,763090000,763086100,-0.102416010392647,6.3340641163145,120473993.62986,68454700,0.0166478204278565,15.0371243751296,4552379.71651145,149116600,-0.0768158946399642,10.2733434146365,14514904.640251,980657400,0.77813064282122,0.0698065038746948,980670800,0.152062853304085,-0.0927573245630607,-0.315840396344732,0.0140638712732745,-0.00527040240714523,-0.307046927478603,7.26694622940328,134949505.478937,0.181839321813861,0.121450924317057
"1964",56845406,1106277,38087566,134142100,167709000,17650803,604964800,604960800,-0.135313661857143,5.53243701742734,109348700.779483,134138800,-0.0268063336468011,14.6393889332803,9162868.792635,167706600,-0.0705574728651548,9.57346347558757,17517860.7436748,906806200,0.667130781451891,0.147926497539357,906815900,0.184942721008752,-0.112589250403036,-0.0700171663153849,0.0761531194440779,0.0316860976236606,0.0378220507523537,6.49314433056475,139657437.727267,0.188183081312227,0.134979253697972
"1965",64870200,852390,44877343,105438800,185971600,19139842,656072000,656066900,-0.0315013118533203,5.36087440435149,122381527.809616,105437100,0.0762069677822859,15.798622235,6673816.13609422,185965900,-0.0525759846506038,9.083131981449,20473763.9373521,947469900,0.69243713656317,0.111283122514993,947482400,0.196279740921837,-0.0215588700568747,0.0765447453631727,-0.0410805108018708,0.0297207291328017,0.0651849636941036,6.35465764771642,149100463.396401,0.200907198954987,0.154034104061781
"1966",56814003,496326,40829555,45746000,195042500,15488117,428812700,428806900,-0.082398984783298,4.9368531405433,86859521.1954815,45743900,-0.255986868563168,12.2305371246791,3740138.27305236,195042500,0.0743467615209753,9.78417051852141,19934495.1757316,669593300,0.640400136678369,0.068318276610018,669601200,0.291281586711613,-0.0597757160978015,-0.228482514156386,-0.0520008236122887,-0.00650714012702622,-0.2869904778957,5.98593359368917,111862450.446484,0.150730393960578,0.134904687364435
"1967",59006151,226309,44773617,15926600,181790500,14006225,386662500,386653900,0.0827881172039062,5.36296090032032,72098698.3099029,15925500,-0.13325427596446,10.7046860199431,1487712.94836022,181790500,-0.0480093521041184,9.32553628593626,19493838.6840182,584369900,0.661663240811281,0.0272538603332491,584379600,0.31108289885547,0.0330704254545848,-0.121258639302932,-0.0440531438706055,-0.00673238880012131,-0.172044171973659,6.18720061469288,94449757.8779426,0.127267453534234,0.140109936510434
"1968",61723194,187596,47016217,11198700,148759800,14519361,464429800,464423300,0.0100468749219154,5.41711347425421,85733814.1811659,11198000,-0.155075289374773,9.16696537660208,1221560.19358183,148759800,-0.250504888732822,7.25906901452183,20492958.4912893,624381100,0.74381566726987,0.0179354738069243,624388300,0.238248858923205,-0.0652486845666559,0.121722429961971,-0.00445366008336507,0.0137285939138184,0.130997363792424,5.79638273523804,107720336.720373,0.145149053383161,0.14656154733023
"1969",61648866,107196,48400427,2108300,164117400,13141234,325720400,325714500,-0.162661252188342,4.60389116830808,70748935.6486464,2107400,-0.750998161978433,4.32584778156433,487164.622153651,164117400,-0.0260043599796462,7.07273482169313,23204234.8734223,491939300,0.662105868915314,0.00428563210481799,491946100,0.333608498979868,-0.130123875921604,-0.135045666449476,-0.0102137321063961,0.0355276278882135,-0.109731770667659,5.0891467338888,96665733.1226303,0.13025339582591,0.146385055707163
"1970",70457999,141099,50863359,4326600,190829500,19453511,575284300,575283000,-0.0642040469349414,4.31759185189673,133241936.647457,4325800,0.284328685487576,5.74848778048046,752510.949869054,190829500,0.134512720081288,8.0910615968192,23585223.9803761,770438300,0.746695396555009,0.00561574912219037,770440400,0.2476888543228,-0.00472180384633979,0.445906067357559,0.00215262685913516,0.00473339208758992,0.452792086304284,5.06517342443977,152105433.603236,0.204956281925262,0.167302316779521
"1971",74047478,213320,56131847,5202104,183755200,17702306,539977719,539960808,0.0257777034037088,4.43033635823167,121881878.787083,5201504,-0.212365894544434,4.64862246198912,1118934.48920227,183754500,-0.146531421240151,6.98823852050779,26294823.7185596,728916812,0.740776203587628,0.00713658122584131,728935023,0.252087215186531,-0.0187987280394939,-0.066277405361382,0.00252953066263438,0.0271757459921072,-0.0365721287066405,4.97084402108383,146642103.415079,0.19759465245701,0.175825524381988
"1972",85137083,250077,61388001,5485264,191094300,23497341,780059035,780048605,-0.0232255304687394,4.3286251664399,180209421.006893,5484964,0.252316624484009,5.98279323739118,916789.830830212,191093500,-0.0597798665956982,6.58272410882568,29029547.1663159,976627069,0.798718211423057,0.00561647267025538,976638599,0.195665315906688,-0.0296521767539989,0.301022927937053,-0.00127054791814086,0.0221507824957592,0.321903162514671,4.82561154622922,202386493.32708,0.272708095967242,0.202157759685318
"1973",105067113,354221,63121421,11405558,193174000,41591471,753937909,753917513,-0.729845529619795,2.08632563306213,361371157.528001,11403248,-0.0137932780891105,5.90083742553801,1932479.6088515,193169000,-0.118381233084285,5.8478111268817,33032701.6055674,958489761,0.786566687573989,0.0118991655266309,958517467,0.20153414689938,-0.602137828481359,0.551509473959064,0.00653053908279433,0.0256558778002931,0.583695890842151,2.6426960935871,362704387.131758,0.488730355408713,0.249481558825361
"1974",101857764,322916,72026440,5104999,219961400,29508330,583851465,583834340,0.230969525482653,2.62839652497709,222132185.70782,5102690,-0.37825627514442,4.04239768464136,1262292.92565328,219961400,-0.0397122840078307,5.62013194210689,39138120.2907383,808898430,0.721768539160362,0.00631089907540971,808917864,0.271920561764229,0.1613447162629,-0.367002796587028,-0.00387759743939617,0.0401487005524503,-0.330731693473974,3.10540567763449,260487017.791564,0.350996341101274,0.241860968818909
"1975",106007883,385197,76180009,7423714,201732600,29442607,488662248,488653042,0.0986430467964611,2.90088835888088,168452621.247554,7420799,0.143263301584196,4.66506283569653,1590717.90913873,201732500,-0.138040156351317,4.89549299312446,41207800.7839712,697806341,0.700271208893409,0.0106384587688855,697818562,0.289090332337706,0.0326302614207894,-0.196680970224348,0.00195981679014327,0.0144546258580149,-0.18026652757619,3.20840722142228,217496880.489708,0.293068767495794,0.251715414495271
"1976",143267635,285112,105478390,8629217,159040500,37504057,688659643,688648326,-0.146669491974147,2.50514728385172,274897866.260849,8628510,0.0150229452426478,4.73567489173167,1822023.30127541,159040500,-0.593056290974809,2.70542412652431,58785792.0097436,856317336,0.804199499827963,0.0100769836970205,856329360,0.185723516475016,-0.250970043830326,0.368403580765228,0.00140618658747475,0.0843441789406962,0.454153946293399,2.49628737342593,343041177.51666,0.462234928927501,0.340188588878642
