"","QE_Total","VV_Total","V_Total","PC_Total","QC_Total","PI_Total","Q_Total","QI_Total","QEI_Total"
"1950",110917048,1682306200,1682323700,0,0,3.24603906050204,518269703.057672,0.616204897427778,0.313318435019995
"1951",100746805,1260915500,1261472400,-0.117590743954819,-0.169564950131283,2.88592293946054,437112295.256159,0.51971152369825,0.284589536460297
"1952",94098945,1030156300,1030156300,-0.1013118139934,-0.100716835362483,2.60786777888304,395018608.052751,0.469663573658911,0.265810664059798
"1953",88061836,979040400,979040400,0.0113019999023018,-0.0620594648183046,2.63750908778112,371198872.654367,0.441342725418463,0.248757040851893
"1954",99612567,1034113400,1034113400,0.0300148807357191,0.0244977604590323,2.71787364150612,380486194.872158,0.452385032929068,0.281385541389132
"1955",83547465,1047576600,1047576600,0.114928188184146,-0.101942374386551,3.04889129080104,343592637.481269,0.408519858843697,0.236004847367447
"1956",88230212,1092503600,1095480000,0.00796108734274412,0.0339635660950501,3.07326065527667,356455284.103255,0.423813104417553,0.249232669312677
"1957",78808685,1000872800,1005362000,0.0104359149146503,-0.0985380390901189,3.10550087749177,323735860.867637,0.384910832646987,0.22261874342512
"1958",92750509,1115589000,1123076400,-0.00590835395321147,0.114861240570399,3.08720657692615,363784013.805198,0.432526712617335,0.262001602559671
"1959",77837512,897542600,905198800,0.0281990457604976,-0.245735343231067,3.17550192792322,285056920.306139,0.338922899220246,0.219875374303958
"1960",74637065,931933620,939086420,0.0140019212497059,0.0256082715282812,3.22027779841498,291616586.762241,0.346722117603832,0.21083475283516
"1961",85252263,1014620400,1023642200,-0.0292512280754354,0.114235090532844,3.12744507282644,327309409.490245,0.389159659366852,0.240820560109687
"1962",85877354,966045500,973768100,-0.0643134283613668,0.0162821416477413,2.93263979752032,332044903.988334,0.394789999871513,0.242586316928828
"1963",81966582,958128300,964350500,0.0581992841155761,-0.0674982588913688,3.10838175983966,310241976.213933,0.368867066708363,0.231539169670095
"1964",76979017,901097500,909349100,-0.0253241017188755,-0.035126890761355,3.03065314165715,300050536.137161,0.356749794079656,0.217450297954356
"1965",81987863,914692300,921523800,-0.0232543778322745,0.0386491959348016,2.96099031056644,311221484.484936,0.370031668440052,0.231599284230804
"1966",90892120,903058300,908024600,-0.0958743524899744,0.0824627159734367,2.69029115622741,337519081.493514,0.401298609130707,0.256752026019026
"1967",96477291,1028644200,1033759500,0.0587773206101947,0.071244829138383,2.85315883849531,362321047.833839,0.430787296265187,0.272529014936357
"1968",95415144,930070900,936550400,-0.0463891484378754,-0.0535292602677836,2.72382623656321,343836323.855112,0.40880959358241,0.269528662494583
"1969",110985034,1067092600,1071885200,-0.0510584342595458,0.187539468164557,2.58824272837633,414136274.101471,0.492393822749506,0.313510481846946
"1970",142721587,1185636200,1187383900,-0.0841608890010163,0.189058626289726,2.37932842426042,499041615.227658,0.593343360627299,0.403159884695182
"1971",140184309,1104685720,1105755520,-0.0661156613736327,-0.00393838093237935,2.22710516929624,496499013.717173,0.59032029465658,0.39599258276545
"1972",166435429,1189435900,1190125200,-0.163175601420453,0.236908040563746,1.89179669615032,629097831.929734,0.747975740640895,0.470146736560834
"1973",215777748,1271222500,1271704700,-0.168123095684847,0.234435531006803,1.59904074440364,795292242.834174,0.945575193821828,0.609528900512199
"1974",241065702,1263246500,1263799500,-0.185542311270178,0.179582858796057,1.32824909291992,951477781.341272,1.13127444108182,0.680962303356977
"1975",227604330,1449628200,1449800400,0.211963274757954,-0.074472036632702,1.64185200855075,883027454.636261,1.0498893508531,0.642936624849359
